Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
lorca,garcia_lorca.n.01,noun.person,n,Spanish poet and dramatist who was shot dead by Franco's soldiers soon after the start of the Spanish Civil War (1898-1936),[],N
lord,godhead.n.01,noun.person,n,terms referring to the Judeo-Christian God,[],N
lord,overlord.n.01,noun.person,n,a person who has general authority over others,[],N
lord,lord.n.03,noun.person,n,a titled peer of the realm,[],N
lord_britten_of_aldeburgh,britten.n.01,noun.person,n,major English composer of the 20th century; noted for his operas (1913-1976),[],N
lord_chancellor,lord_chancellor.n.01,noun.person,n,the highest officer of the Crown who is head of the judiciary and who presides in the House of Lords,[],N
lord_george_gordon_byron,byron.n.01,noun.person,n,English romantic poet notorious for his rebellious and unconventional lifestyle (1788-1824),[],N
lord_high_chancellor,lord_chancellor.n.01,noun.person,n,the highest officer of the Crown who is head of the judiciary and who presides in the House of Lords,[],N
lord_macaulay,macaulay.n.01,noun.person,n,English historian noted for his history of England (1800-1859),[],N
lord_nelson,nelson.n.01,noun.person,n,English admiral who defeated the French fleets of Napoleon but was mortally wounded at Trafalgar (1758-1805),[],N
lord_of_misrule,lord_of_misrule.n.01,noun.person,n,a person appointed master of revels at a Christmas celebration,[],N
lord_privy_seal,lord_privy_seal.n.01,noun.person,n,the senior cabinet minister in the British Cabinet who has no official duties,[],N
lord_rayleigh,rayleigh.n.01,noun.person,n,English physicist who studied the density of gases and discovered argon; made important contributions to acoustic theory (1842-1919),[],N
lord_todd,todd.n.01,noun.person,n,Scottish chemist noted for his research into the structure of nucleic acids (born in 1907),[],N
lorelei,lorelei.n.01,noun.person,n,a Siren of German legend who lured boatmen in the Rhine to destruction,[],N
loren,loren.n.01,noun.person,n,Italian film actress (born in 1934),[],N
lorentz,lorentz.n.01,noun.person,n,Dutch physicist noted for work on electromagnetic theory (1853-1928),[],N
lorenz,lorenz.n.01,noun.person,n,Austrian zoologist who studied the behavior of birds and emphasized the importance of innate as opposed to learned behaviors (1903-1989),[],N
lorenz_hart,hart.n.02,noun.person,n,United States lyricist who collaborated with Richard Rodgers (1895-1943),[],N
lorenz_milton_hart,hart.n.02,noun.person,n,United States lyricist who collaborated with Richard Rodgers (1895-1943),[],N
lorenz_oken,oken.n.01,noun.person,n,German naturalist whose speculations that plants and animals are made up of tiny living `infusoria' led to the cell theory (1779-1851),[],N
lorenz_okenfuss,oken.n.01,noun.person,n,German naturalist whose speculations that plants and animals are made up of tiny living `infusoria' led to the cell theory (1779-1851),[],N
lorenzo_de'medici,lorenzo_de'medici.n.01,noun.person,n,Italian statesman and scholar who supported many artists and humanists including Michelangelo and Leonardo and Botticelli (1449-1492),[],N
lorenzo_ganganelli,clement_xiv.n.01,noun.person,n,"Italian pope from 1769 to 1774 who lost whatever support remained of Catholic Europe, causing the church to fall into the hands of secular princes (1705-1774)",[],N
lorenzo_the_magnificent,lorenzo_de'medici.n.01,noun.person,n,Italian statesman and scholar who supported many artists and humanists including Michelangelo and Leonardo and Botticelli (1449-1492),[],N
loretta_young,young.n.02,noun.person,n,United States film and television actress (1913-2000),[],N
lorre,lorre.n.01,noun.person,n,United States actor (born in Hungary) noted for playing sinister roles (1904-1964),[],N
loser,loser.n.01,noun.person,n,a contestant who loses the contest,[],N
loser,failure.n.04,noun.person,n,a person with a record of failing; someone who loses consistently,[],N
loser,loser.n.03,noun.person,n,a gambler who loses a bet,[],N
lot,lot.n.07,noun.person,n,(Old Testament) nephew of Abraham; God destroyed Sodom and Gomorrah but chose to spare Lot and his family who were told to flee without looking back at the destruction,[],N
lot's_wife,lot's_wife.n.01,noun.person,n,"(Old Testament) when God destroyed Sodom and Gomorrah, Lot and his family were told to flee without looking back; Lot's wife was disobedient and was immediately changed into a pillar of salt",[],N
lotario_di_segni,innocent_iii.n.01,noun.person,n,Italian pope from 1198 to 1216 who instituted the Fourth Crusade and under whom papal intervention in European politics reached its height (1161-1216),[],N
lothario,lothario.n.01,noun.person,n,a successful womanizer; a man who behaves selfishly in his sexual relationships with women,[],M
lottery_winner,prize_winner.n.01,noun.person,n,the winner of a lottery,[],N
lotus-eater,lotus-eater.n.01,noun.person,n,someone indifferent to the busy world,['in the Odyssey Homer tells of lotus-eaters who live in dreamy indolence'],N
lou_gehrig,gehrig.n.01,noun.person,n,baseball player who died of amyotrophic lateral sclerosis (1903-1941),[],N
loudmouth,loudmouth.n.01,noun.person,n,a person who causes trouble by speaking indiscreetly,[],N
louis,louis.n.01,noun.person,n,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),[],N
louis-hector_berlioz,berlioz.n.01,noun.person,n,French composer of romantic works (1803-1869),[],N
louis_agassiz,agassiz.n.01,noun.person,n,United States naturalist (born in Switzerland) who studied fossil fish; recognized geological evidence that ice ages had occurred in North America (1807-1873),[],N
louis_antoine_de_bougainville,bougainville.n.01,noun.person,n,French explorer who circumnavigated the globe accompanied by scientists (1729-1811),[],N
louis_aragon,aragon.n.01,noun.person,n,French writer who generalized surrealism to literature (1897-1982),[],N
louis_armstrong,armstrong.n.02,noun.person,n,United States pioneering jazz trumpeter and bandleader (1900-1971),[],N
louis_auchincloss,auchincloss.n.01,noun.person,n,United States writer (born in 1917),[],N
louis_b._mayer,mayer.n.02,noun.person,n,United States filmmaker (born in Russia) who founded his own film company and later merged with Samuel Goldwyn (1885-1957),[],N
louis_bleriot,bleriot.n.01,noun.person,n,French aviator who in 1909 made the first flight across the English Channel (1872-1936),[],N
louis_braille,braille.n.01,noun.person,n,French educator who lost his sight at the age of three and who invented a system of writing and printing for sightless people (1809-1852),[],N
louis_burt_mayer,mayer.n.02,noun.person,n,United States filmmaker (born in Russia) who founded his own film company and later merged with Samuel Goldwyn (1885-1957),[],N
louis_charles_alfred_de_musset,musset.n.01,noun.person,n,French poet and writer (1810-1857),[],N
louis_comfort_tiffany,tiffany.n.01,noun.person,n,United States artist who developed Tiffany glass (1848-1933),[],N
louis_d'outremer,louis_iv.n.01,noun.person,n,king of France (921-954),[],N
louis_eugene_felix_neel,neel.n.01,noun.person,n,French physicist noted for research on magnetism (born in 1904),[],N
louis_harold_gray,gray.n.06,noun.person,n,English radiobiologist in whose honor the gray (the SI unit of energy for the absorbed dose of radiation) was named (1905-1965),[],N
louis_henri_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],N
louis_henry_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],N
louis_i,louis_i.n.01,noun.person,n,third son of Charlemagne and king of France and Germany and Holy Roman Emperor (778-840),[],N
louis_ii,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],N
louis_iii,louis_iii.n.01,noun.person,n,son of Louis II and king of the France and Germany (863-882),[],N
louis_isadore_kahn,kahn.n.01,noun.person,n,United States architect (born in Estonia) (1901-1974),[],N
louis_iv,louis_iv.n.01,noun.person,n,king of France (921-954),[],N
louis_ix,louis_ix.n.01,noun.person,n,king of France and son of Louis VIII; he led two unsuccessful Crusades; considered an ideal medieval king (1214-1270),[],N
louis_jacques_mande_daguerre,daguerre.n.01,noun.person,n,"French inventor of the first practical photographic process, the daguerreotype (1789-1851)",[],N
louis_joliet,jolliet.n.01,noun.person,n,French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700),[],N
louis_jolliet,jolliet.n.01,noun.person,n,French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700),[],N
louis_le_begue,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],N
louis_le_faineant,louis_v.n.01,noun.person,n,the last Carolingian king of France (967-987),[],N
louis_le_hutin,louis_x.n.01,noun.person,n,king of France (1289-1316),[],N
louis_leakey,leakey.n.03,noun.person,n,English paleontologist whose account of fossil discoveries in Tanzania changed theories of human evolution (1903-1972),[],N
louis_pasteur,pasteur.n.01,noun.person,n,French chemist and biologist whose discovery that fermentation is caused by microorganisms resulted in the process of pasteurization (1822-1895),[],N
louis_seymour_bazett_leakey,leakey.n.03,noun.person,n,English paleontologist whose account of fossil discoveries in Tanzania changed theories of human evolution (1903-1972),[],N
louis_stanton_auchincloss,auchincloss.n.01,noun.person,n,United States writer (born in 1917),[],N
louis_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],N
louis_the_bruiser,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],N
louis_the_far,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],N
louis_the_german,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],N
louis_the_great,louis_xiv.n.01,noun.person,n,king of France from 1643 to 1715; his long reign was marked by the expansion of French influence in Europe and by the magnificence of his court and the Palace of Versailles (1638-1715),[],N
louis_the_pious,louis_i.n.01,noun.person,n,third son of Charlemagne and king of France and Germany and Holy Roman Emperor (778-840),[],N
louis_the_quarreller,louis_x.n.01,noun.person,n,king of France (1289-1316),[],N
louis_the_stammerer,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],N
louis_the_wideawake,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],N
louis_untermeyer,untermeyer.n.01,noun.person,n,United States writer (1885-1977),[],N
louis_v,louis_v.n.01,noun.person,n,the last Carolingian king of France (967-987),[],N
louis_vi,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],N
louis_victor_de_broglie,broglie.n.01,noun.person,n,French nuclear physicist who generalized the wave-particle duality by proposing that particles of matter exhibit wavelike properties (1892-1987),[],N
louis_vii,louis_vii.n.01,noun.person,n,king of France who led the unsuccessful Second Crusade and fought frequent wars with Henry II of England (1120-1180),[],N
louis_viii,louis_viii.n.01,noun.person,n,king of France who increased the power of the Crown over the feudal lords (1187-1226),[],N
louis_x,louis_x.n.01,noun.person,n,king of France (1289-1316),[],N
louis_xi,louis_xi.n.01,noun.person,n,king of France who put down an alliance of unruly nobles and unified France except for Brittany (1423-1483),[],N
